,track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
441,TRFZASN128F93045F8,Embrace,Pnau,https://p.scdn.co/mp3-preview/30a6184bc3e13e99aa6b897693e1ac1113435be5?cid=774b29d4f13844c495f206cafdad9c86,02v5X54nrYYGL78zQF7O7l,"electronic, dance, electro, synthpop",New Age,2009,329773,0.638,0.955,6,-4.008,0,0.0405,0.00275,0.000379,0.223,0.415,127.988,4
1136,TROSHDP128F92D0E95,Forever Mine,Magion,https://p.scdn.co/mp3-preview/0fc6ef7fed5c9d18530dd22e49c8eba34ed95040?cid=774b29d4f13844c495f206cafdad9c86,3XM2vwQ3UEBBKiheaurbo4,"power_metal, gothic_metal, symphonic_metal",RnB,2010,432226,0.32,0.711,6,-4.589,0,0.0321,0.00061,0.00997,0.0883,0.324,77.609,4
1256,TRLENDR128F92F6EFC,Touched by Love,Bernward Koch,https://p.scdn.co/mp3-preview/d83a063a9ddf8c4f8296a7b07fd4d39841b092f2?cid=774b29d4f13844c495f206cafdad9c86,1z4V0IbuPE46L4GxvLdHf6,"ambient, instrumental, piano, new_age",New Age,2016,202866,0.211,0.0512,6,-19.474,0,0.034,0.979,0.938,0.121,0.0671,67.994,4
663,TRFAYBI128F93163D3,Follow You Down,Gin Blossoms,https://p.scdn.co/mp3-preview/045c1108451234b19f55ff7e725194ab07b70bc7?cid=774b29d4f13844c495f206cafdad9c86,0alkqsGIIxx3OT9aLMN1IK,"rock, alternative_rock, 90s, pop_rock",Rock,2007,225520,0.489,0.923,4,-6.549,0,0.045,0.0124,0.0,0.088,0.652,155.827,4
1372,TRFKKZZ128F9329BC2,Thrillcapsule,Icon of Coil,https://p.scdn.co/mp3-preview/e17e0ab107f238be1c190ed2be21882c5265e433?cid=774b29d4f13844c495f206cafdad9c86,0Qu5WYGoYiHzxj8NT0OWLZ,"electronic, industrial, synthpop",Electronic,2002,361160,0.578,0.97,1,-9.319,1,0.0509,0.0283,0.867,0.137,0.227,139.984,4
1257,TRTXAUD128F4264530,Andalu,Chris Spheeris,https://p.scdn.co/mp3-preview/ca1e7b255a35a4a1c1d8be03ba9fdbc93dae7d42?cid=774b29d4f13844c495f206cafdad9c86,1L6OGslfAbTMdKJFnp3Hqh,"instrumental, new_age",New Age,1987,329226,0.593,0.341,4,-16.048,0,0.0301,0.405,0.0253,0.0913,0.174,107.389,4
1331,TRFJIRG128F429F782,Big Fuckin' Star,Reel Big Fish,https://p.scdn.co/mp3-preview/bdacde5b982efba6720e4d76b8736081365f0907?cid=774b29d4f13844c495f206cafdad9c86,1bbu7xU5xZHoVYB1OtZZj0,ska,Reggae,1995,192426,0.51,0.569,2,-11.157,1,0.0952,0.078,0.00869,0.0939,0.663,120.872,4
317,TRCICQY128F92E4EE1,Sleep Don't Weep,Damien Rice,https://p.scdn.co/mp3-preview/de46036aa8e959c215ca9b0a6ee4bc343fbab165?cid=774b29d4f13844c495f206cafdad9c86,19pqIjSMdTYpbMVjpJ7ucz,"folk, singer_songwriter, acoustic, love, mellow",Folk,2006,1314493,0.223,0.0011,7,-32.779,0,0.0548,0.92,0.553,0.0959,0.0222,135.295,5
648,TRDJZAT128F428BA7D,Fortune Teller,Xavier Rudd,https://p.scdn.co/mp3-preview/9728f7c79fec52ba43f13444ac0460dd11290279?cid=774b29d4f13844c495f206cafdad9c86,05tQ7KTIr0tz8CfCicL8XV,"folk, blues, acoustic",Folk,2005,207093,0.6,0.608,11,-9.378,0,0.0421,0.521,0.454,0.628,0.571,122.175,4
709,TRYSIIR128F42333FF,Ein neuer Tag,Juli,https://p.scdn.co/mp3-preview/07358a1159a19e350781e6095004a315de27b733?cid=774b29d4f13844c495f206cafdad9c86,1m8DQBD4x4WLADzZcH40kq,"rock, pop, german",Pop,2006,169693,0.454,0.81,5,-4.021,1,0.0597,0.000416,2.63e-06,0.104,0.694,176.256,4
1282,TRFXYPX128F92F6F09,Evoking Wonder,Bernward Koch,https://p.scdn.co/mp3-preview/adfee08593e334cb803f5713591fc26d83df36c8?cid=774b29d4f13844c495f206cafdad9c86,2kZjMvfXlX5lWSZRdhkyin,"instrumental, piano, new_age",New Age,2005,284626,0.138,0.0449,5,-21.006,1,0.0338,0.906,0.915,0.107,0.0426,84.641,4
972,TREFVVJ128F146E4D1,Para Tu Amor,Juanes,https://p.scdn.co/mp3-preview/0112f1be0c4dedbecc5f8ba3ffc3645adb69e13e?cid=774b29d4f13844c495f206cafdad9c86,07Kv362UKOrAnvqYYNVUVA,"pop, male_vocalists, 00s",Latin,2004,249000,0.608,0.497,8,-7.575,1,0.0241,0.39,0.0,0.105,0.538,95.0,4
627,TRAJGIO128F92E84BC,How Many More Years,Howlin' Wolf,https://p.scdn.co/mp3-preview/c5512e27f9dcc2e4eb0a590a98e894cde920411d?cid=774b29d4f13844c495f206cafdad9c86,00cOHD13FTdpvaIBtqhxEp,"blues, guitar",Blues,2014,163266,0.691,0.738,7,-7.206,1,0.18,0.906,0.0092,0.133,0.532,109.795,4
632,TRARJEK128F930B3AA,Couldn't Stand The Weather,Stevie Ray Vaughan,https://p.scdn.co/mp3-preview/20b6eea56f586cb5ff184939b0b4996fd224b6af?cid=774b29d4f13844c495f206cafdad9c86,0IwGFYvQJZ9SFBv7YPXWoR,"blues, guitar, blues_rock",Blues,1983,281586,0.522,0.6,1,-11.525,1,0.0496,0.0644,0.427,0.239,0.538,120.936,4
1306,TRDEAPR128F4219FA0,Rockupation,Mad Caddies,https://p.scdn.co/mp3-preview/56e2fa49ba61b0208783c87a7858c7c80049e63a?cid=774b29d4f13844c495f206cafdad9c86,1RcWOMDc6A0Bx2txMQKJLU,ska,Reggae,2003,184266,0.598,0.925,4,-3.585,1,0.0636,0.0213,0.0,0.211,0.961,156.268,4
1248,TRNWCIT128F9300059,Pernambucobucolismo,Marisa Monte,https://p.scdn.co/mp3-preview/03766abde1ca0a3e2f9606f3412c5ef3eb82014b?cid=774b29d4f13844c495f206cafdad9c86,33jdGMwD0jvqkYo8E7qdiM,new_age,Latin,2006,174426,0.394,0.381,4,-15.443,0,0.0475,0.954,0.408,0.153,0.106,86.242,4
1461,TRQTSWL128F9307276,Beni Beni,Niyaz,https://p.scdn.co/mp3-preview/7ecfb658bfbd9eef0e177a1022fdb0be949e83c1?cid=774b29d4f13844c495f206cafdad9c86,1vM0pPnLoqvLF7Yjd5ZpHj,female_vocalists,World,2008,269333,0.527,0.735,7,-3.958,0,0.0506,0.214,0.0,0.168,0.223,149.76,4
1254,TRGRYLX128F933EBCB,Olde Mill Inn,Blackmore's Night,https://p.scdn.co/mp3-preview/4ec5d843d834d4714548a19b0470f99a026ef248?cid=774b29d4f13844c495f206cafdad9c86,2Cf4Hix3s23kcnWIDgbgRR,"folk, new_age",Folk,2006,200600,0.427,0.626,2,-6.063,1,0.0342,0.102,0.0,0.944,0.0537,170.266,3
1383,TRTODLI128F4271E3E,Guateque Campesino,Ibrahim Ferrer,https://p.scdn.co/mp3-preview/a2b0246b507e923cc8b10711183fd38fd0b26d9a?cid=774b29d4f13844c495f206cafdad9c86,1KCX7D70ZgadWo2trLqF1T,,Latin,1999,309293,0.634,0.36,5,-11.536,0,0.0397,0.819,0.0467,0.0978,0.657,144.024,4
795,TRADWSG128F4259317,Junco Partner,The Clash,https://p.scdn.co/mp3-preview/69e7f4d87e8e7cc8103441fb43d02565aa5b6bf5?cid=774b29d4f13844c495f206cafdad9c86,0vIDfDI97KVq7kg4ocBvQh,"punk, reggae, post_punk, ska",Blues,1980,292040,0.782,0.769,0,-7.071,1,0.0688,0.177,2.97e-05,0.109,0.961,151.6,4
645,TRRKQNA128F423EE8F,Autumn's Child,Captain Beefheart & His Magic Band,https://p.scdn.co/mp3-preview/d70eb24bfc3f68344d7adace582958188d9c5704?cid=774b29d4f13844c495f206cafdad9c86,1GyI9OwMUZUaol00iutcay,"blues, psychedelic, psychedelic_rock, blues_rock",Folk,1967,241733,0.468,0.454,2,-8.642,1,0.0316,0.448,0.000153,0.0771,0.494,74.358,4
1012,TRGCYVN128F42B7F0D,Je Suis Malade,Lara Fabian,https://p.scdn.co/mp3-preview/0016f9bfb1a32639d26b72356bf203fbb3ba929f?cid=774b29d4f13844c495f206cafdad9c86,0oE9ja0sR3QxmxF7YHUWaR,"female_vocalists, french",Pop,2010,263080,0.371,0.283,11,-12.253,0,0.034,0.77,0.0,0.222,0.221,86.192,4
556,TRWQMCO128F9307B03,Where I Live,Woodkid,https://p.scdn.co/mp3-preview/f7a3274849c8ec079a0913a2ec40e2313de29db5?cid=774b29d4f13844c495f206cafdad9c86,2BTK9Ej1kxmoW1m8XtkHzW,"alternative, indie, soul",Country,2013,264920,0.441,0.429,10,-8.336,0,0.0271,0.9,0.0887,0.101,0.185,78.036,4
681,TRPVZZT128F423EEA5,My Ships,Devendra Banhart,https://p.scdn.co/mp3-preview/5f2de9528180449888b5b5dca6c3b2c76904f4fd?cid=774b29d4f13844c495f206cafdad9c86,60t05D7VVdNcjCENyzPSnq,"indie, folk, singer_songwriter, psychedelic",Folk,2004,97613,0.492,0.316,9,-10.27,0,0.0302,0.872,4.79e-05,0.104,0.293,112.391,4
577,TRADKSR128F92F4687,Leonora,Emma Shapplin,https://p.scdn.co/mp3-preview/9f1ef85dd8a47b6a171023791d3ea1bf102e708f?cid=774b29d4f13844c495f206cafdad9c86,191Tg9ZpGyjqP5sLO5gg3V,"female_vocalists, classical, new_age",New Age,2002,237240,0.295,0.525,9,-8.716,1,0.0425,0.36,0.000102,0.164,0.136,69.014,4
1109,TROSICE128F93505B7,Flickan och kråkan,Timbuktu,https://p.scdn.co/mp3-preview/0fee4dfc36b0f169ee18309e9c9385331aebe594?cid=774b29d4f13844c495f206cafdad9c86,01QLHKTM642evmldSobVQw,"hip_hop, cover, swedish",Folk,2011,211386,0.768,0.676,6,-6.77,0,0.212,0.0406,0.0,0.042,0.523,135.975,4
1266,TRMKIOY128F93071C3,Flight Of Fantasy,Yanni,https://p.scdn.co/mp3-preview/2ef74f02c0a370c5ebe44a31811497dbd0e44e22?cid=774b29d4f13844c495f206cafdad9c86,0Aw2euHRhPajGQZZvij7G1,"instrumental, new_age",New Age,1986,340573,0.424,0.516,7,-11.676,1,0.0324,0.536,0.598,0.0911,0.231,164.795,1
1183,TRAHVWB128F9308FB0,Shake Your Moneymaker,Fleetwood Mac,https://p.scdn.co/mp3-preview/688e3592c2b481d0d66a0f58778a19449ece5a5c?cid=774b29d4f13844c495f206cafdad9c86,00XnhVt221ZFSrfVWjXVrU,"classic_rock, blues, 60s, blues_rock",Blues,2002,175280,0.413,0.937,6,-7.684,0,0.042,0.381,0.00525,0.268,0.934,101.37,4
524,TRDAPBI128F42AC2F4,Trust Your Mechanic,Dead Kennedys,https://p.scdn.co/mp3-preview/6437764585793b29001ba55ee03a22e3dee05639?cid=774b29d4f13844c495f206cafdad9c86,2hvR3XzdUoSnoREtyTVnQx,"punk, hardcore",Punk,2001,175589,0.276,0.893,10,-6.355,1,0.435,0.000879,0.0,0.212,0.332,180.075,4
1059,TRIRHYP12903CD8414,South London,Evol Intent,https://p.scdn.co/mp3-preview/ae0db7e3d60fd860ed3881f2b1047c2977a0741c?cid=774b29d4f13844c495f206cafdad9c86,1cBsxfIrK69j3bHbOTA6yo,"idm, drum_and_bass",Electronic,2008,198693,0.598,0.83,8,-6.507,1,0.2,0.0371,0.328,0.13,0.0595,94.539,4
540,TRUKHTE128F428CD8B,U Know What's Up,Donell Jones,https://p.scdn.co/mp3-preview/c56fbcc782e2c65a0a82f991a2d91afca34b2c57?cid=774b29d4f13844c495f206cafdad9c86,08VG8zyAqHUKJbzaBYtYHs,"soul, 90s, rnb, love",RnB,2009,238826,0.822,0.513,10,-5.942,0,0.0539,0.0471,0.00107,0.0901,0.891,103.03,4
1194,TRRGXHG128F4266392,Oh Atlanta,Little Feat,https://p.scdn.co/mp3-preview/f9ea50675435df83fc14903fb78c8ab3b9d482ea?cid=774b29d4f13844c495f206cafdad9c86,0KT50Gp03rD633HtU8A8Sp,"rock, blues_rock",Country,2004,292640,0.268,0.931,5,-5.724,1,0.0607,0.564,0.00216,0.774,0.55,164.317,4
748,TRARUGW128F92FEBE0,Pom Pom,Matthew Dear,https://p.scdn.co/mp3-preview/5638894d788a4b1fb40a23286b5447c902bb13af?cid=774b29d4f13844c495f206cafdad9c86,08T5e5W09DCRS7elQUw0hQ,"electronic, trance, house, techno",Electronic,2007,159640,0.875,0.552,9,-11.966,1,0.0511,0.417,0.612,0.113,0.875,120.005,4
1386,TRRRWRI128F149B8F9,Mano Dayak,Tinariwen,https://p.scdn.co/mp3-preview/eba85591357bd3a7132b06ef3da592426732a97f?cid=774b29d4f13844c495f206cafdad9c86,1KTi7LPCdfZNxG6lTWkyRx,,World,2007,343293,0.48,0.703,2,-7.418,1,0.0455,0.403,0.00041,0.212,0.414,136.333,3
484,TRYPJDP12903CDFAAC,Prison Without Walls,Napalm Death,https://p.scdn.co/mp3-preview/68cd02c7221a32274836c93f16140f42394f98fd?cid=774b29d4f13844c495f206cafdad9c86,1Un94jPTRCdi8MT1R3cQ80,"death_metal, hardcore, grindcore",Metal,2009,34080,0.293,0.984,5,-5.341,0,0.173,1.33e-06,0.732,0.333,0.0773,113.2,3
95,TRGOJAX128F930F88A,Wolf Song,Patrick Wolf,https://p.scdn.co/mp3-preview/ef7813ee651f54c45fa007103d4179d3a9c8d8c8?cid=774b29d4f13844c495f206cafdad9c86,0gzDw8st8WlNsA1aYMMKIE,"electronic, indie, folk, singer_songwriter, beautiful",World,2008,208146,0.263,0.391,0,-10.557,1,0.0325,0.0808,4.24e-06,0.396,0.142,123.071,4
1020,TRLMWDQ128F4285CED,Break the Chain,Oh Land,https://p.scdn.co/mp3-preview/16c525a97cb75c71da5385b0997714d9add89173?cid=774b29d4f13844c495f206cafdad9c86,1HmA8GlCB4oXADKkSeW51r,"electronic, pop, female_vocalists, synthpop",RnB,2011,197240,0.604,0.621,7,-8.123,0,0.0343,0.463,0.00247,0.222,0.259,139.966,4
563,TREXRTM128F423EDD6,Just Like a Dream,Lykke Li,https://p.scdn.co/mp3-preview/7b4b349db76aadf4f1af2b8c170d779ee510a308?cid=774b29d4f13844c495f206cafdad9c86,6mVFmvReUBSclBzBjmtfA9,"alternative, indie, pop, chillout, indie_pop, beautiful, chill",World,2014,248920,0.5,0.754,2,-6.333,1,0.0345,0.0778,0.00242,0.129,0.426,93.882,4
1264,TRFNBWT128F4291999,Face In The Photograph,Yanni,https://p.scdn.co/mp3-preview/0f78eb25cab18eccaa8a46f465244a00a0120fae?cid=774b29d4f13844c495f206cafdad9c86,00kVZ6tGhF9xlIo2GAU5TB,"instrumental, piano, new_age",New Age,1997,226240,0.511,0.351,7,-18.15,1,0.0273,0.563,0.902,0.108,0.344,76.316,4
742,TRVBVQP12903CC75B5,Dark & Long,Underworld,https://p.scdn.co/mp3-preview/64973848235addb829e293300733c0f527d77044?cid=774b29d4f13844c495f206cafdad9c86,36DinL9XfOeZddBNmwCkWm,"electronic, trance, house, techno",Electronic,1994,455906,0.692,0.612,9,-16.412,1,0.0488,0.000177,0.835,0.0613,0.515,120.017,4
863,TRLPNTL128F92F6E8A,Transit,Fennesz,https://p.scdn.co/mp3-preview/11f65b41f94d9eaef8f7bab3fe88b0ebbcc764ea?cid=774b29d4f13844c495f206cafdad9c86,15CpK5kCPPC7XY6PcsyDKe,"electronic, ambient, techno, idm, noise",Rap,2004,301720,0.296,0.344,2,-13.721,1,0.0473,0.756,0.0144,0.0837,0.0832,101.07,1
891,TRYBRHJ128F145E2B5,Mayfair,Nick Drake,https://p.scdn.co/mp3-preview/9fb9c94d54063682be33814d0ef1c1b67174ee27?cid=774b29d4f13844c495f206cafdad9c86,2naavYgPlSTTJgke3sSqOi,"folk, singer_songwriter, 60s, guitar",Folk,2013,131680,0.587,0.162,0,-18.722,1,0.0471,0.988,0.288,0.116,0.772,133.129,4
1038,TRCHOAT128F4298AB6,She's on Fire,Train,https://p.scdn.co/mp3-preview/bf5a2441f7669691a050a4894e018098db91aa34?cid=774b29d4f13844c495f206cafdad9c86,1TgkeEMevixQWlU4eP4SoG,"rock, alternative_rock, guitar",RnB,2001,229293,0.482,0.904,9,-5.231,1,0.038,0.000289,0.00232,0.345,0.647,95.989,4
206,TRLLHPH128F14B137B,Insensatez,Antônio Carlos Jobim,https://p.scdn.co/mp3-preview/1ac77768fad21961c20486c74375170b20422036?cid=774b29d4f13844c495f206cafdad9c86,00YgVFxWhVBOXvPzCbYPg8,"jazz, instrumental, chillout",Latin,1997,173400,0.556,0.198,11,-19.361,0,0.0311,0.543,0.633,0.128,0.392,113.954,4
392,TRNQYWK128E0794C61,So Seductive,Tony Yayo,https://p.scdn.co/mp3-preview/a1aba75c24f32929012a6e995f51ad4072ad14e4?cid=774b29d4f13844c495f206cafdad9c86,0kJhFN8Z5ehBm1OWrcm5RY,"rap, hip_hop",Rap,2008,211466,0.566,0.814,8,-5.6,1,0.229,0.188,0.0,0.276,0.682,96.343,4
794,TRIMYQH128F9331FAA,Skylarking,Horace Andy,https://p.scdn.co/mp3-preview/d91e7a797173ba37858122cb4b9b8f3db9f27981?cid=774b29d4f13844c495f206cafdad9c86,0abIVmYR5MW6vr497Z0iaX,reggae,Reggae,1974,180266,0.815,0.512,9,-9.331,0,0.148,0.317,0.000673,0.0464,0.703,78.468,4
870,TRCAFJO128F93589A7,For the Love of Ivy,The Gun Club,https://p.scdn.co/mp3-preview/0baa74fd58f6f10b3d8707c789933fd49546b4a2?cid=774b29d4f13844c495f206cafdad9c86,2JlVjD5ndoT8dagHKZIqOK,"punk, post_punk",Rock,2005,405466,0.194,0.825,3,-12.97,1,0.153,0.174,0.0,0.91,0.137,175.284,4
397,TRBMKPH128F149158F,Pistol Pistol (Remix),Obie Trice,https://p.scdn.co/mp3-preview/9cacaf689ecc5236ee95fec8b8b4c6cbedfa7bed?cid=774b29d4f13844c495f206cafdad9c86,46UTu4LpsCc81uX0qCgW5N,"rap, hip_hop",Rap,2006,145813,0.613,0.846,2,-3.835,1,0.366,0.134,0.0,0.153,0.775,84.698,4
766,TROOXPD12903CF297A,Grown Apart,Lisa Shaw,https://p.scdn.co/mp3-preview/271e5e0c42d4b827d9565629b58bd1092914bb50?cid=774b29d4f13844c495f206cafdad9c86,7vA8SpCsYgPJPhwA6c66wL,"chillout, house, lounge",Punk,2005,218200,0.863,0.597,7,-8.455,0,0.056,0.0288,0.161,0.1,0.684,119.991,4
1376,TRPQSVD128F424382D,Marieta,Ibrahim Ferrer,https://p.scdn.co/mp3-preview/8b988cc6ec65b9b8b25e1635d04862208c856543?cid=774b29d4f13844c495f206cafdad9c86,3oFwFUxhOgem0hPpFsor1n,,Latin,1999,355040,0.592,0.545,9,-7.091,1,0.0746,0.831,0.0,0.155,0.713,79.073,4
1241,TROSQYZ128F92DACFC,Earth Story,Nicholas Gunn,https://p.scdn.co/mp3-preview/3066bd0ffd09403fbeecb0ed6706448eec6a89cc?cid=774b29d4f13844c495f206cafdad9c86,0qGfPPETElR57zFVnJfQRe,"instrumental, new_age",New Age,2013,227613,0.553,0.682,10,-14.844,0,0.0391,0.386,0.69,0.329,0.158,108.064,4
1028,TRAEEVD12903CC4D29,Saturday Saviour,Failure,https://p.scdn.co/mp3-preview/7de9df0118460b6f41916263e4b0aec941f49ed2?cid=774b29d4f13844c495f206cafdad9c86,6wSZwWJS1jcgy3t6JvszP8,"alternative, alternative_rock, grunge",Rock,1996,267666,0.562,0.58,6,-9.87,1,0.0401,0.0335,1.26e-05,0.213,0.142,120.784,4
642,TRAYHQV128F4266D63,I Want To Be Loved,Muddy Waters,https://p.scdn.co/mp3-preview/7e02e7fabc49c3af087fe7027174bcce77eaa8ea?cid=774b29d4f13844c495f206cafdad9c86,03r79rFDvvNWlqkCQfVbqD,blues,Blues,2014,151306,0.712,0.506,0,-8.704,1,0.268,0.764,1.7e-05,0.0934,0.673,109.889,4
612,TRCREJV128F1455A4B,A Love That Will Never Grow Old,Emmylou Harris,https://p.scdn.co/mp3-preview/2253c6ba47cc430a03238aead5d4d010364667ea?cid=774b29d4f13844c495f206cafdad9c86,3aWmeZMyJhJHsKARolGFLe,"female_vocalists, soundtrack, country",Country,2006,199893,0.582,0.298,6,-10.973,1,0.0293,0.605,0.00203,0.0965,0.194,74.998,4
960,TRKZUXG128F4253774,Warriors of Faith,HammerFall,https://p.scdn.co/mp3-preview/0c4f5d7627f533253dde91fa2284227bd5690939?cid=774b29d4f13844c495f206cafdad9c86,4O0y7WZF3fVnkhkJwDhySa,"heavy_metal, power_metal, swedish",Metal,1998,285266,0.51,0.993,6,-5.9,1,0.07,2.72e-05,0.0474,0.201,0.396,141.991,4
725,TROMGYS128F930BCDB,Enjoy Yourself,The Jacksons,https://p.scdn.co/mp3-preview/20e7e0bc0ea91be86945cc77fe9b49db3357f29d?cid=774b29d4f13844c495f206cafdad9c86,03MSIhmESv3CMCr7rE4KVU,"pop, soul, funk, 70s, rnb, oldies",World,2012,218840,0.623,0.674,7,-7.756,1,0.196,0.121,3.02e-05,0.602,0.813,204.006,4
683,TRYBHJR128F42961DF,Kiko,Dead Can Dance,https://p.scdn.co/mp3-preview/30a9abe8f0998ea0424ddc8f52fb67316772b5f6?cid=774b29d4f13844c495f206cafdad9c86,37MdSCdBWLScJXo5v3fdj0,"japanese, techno, gothic, noise, j_pop, new_age",Jazz,2012,481561,0.596,0.526,0,-7.914,0,0.0299,0.0594,0.114,0.123,0.206,119.997,4
98,TRCYIAQ128F42B12C0,Lowdown,My Morning Jacket,https://p.scdn.co/mp3-preview/163e6ca6939d51b58c5adea92a5ef15e12845450?cid=774b29d4f13844c495f206cafdad9c86,05gejFwEeqLRgeqoEqKQp7,"rock, indie, indie_rock, psychedelic_rock",Rock,2006,254160,0.441,0.882,2,-6.331,1,0.0417,0.000207,0.000823,0.757,0.694,122.799,4
804,TRJULQR128F92EE2B2,Children Crying,The Congos,https://p.scdn.co/mp3-preview/4790e2679a1a37d79d8127401767884bee439ddf?cid=774b29d4f13844c495f206cafdad9c86,1v9NEgIhXJevQw8qe4e9aF,reggae,Reggae,1977,234293,0.584,0.455,8,-15.342,1,0.0351,0.15,0.0,0.106,0.924,139.416,4
406,TRJJCJQ12903CD2DD3,That Should Be Me,Justin Bieber,https://p.scdn.co/mp3-preview/38808ff731ff73e6478c7abe077cf7cd5783fa4b?cid=774b29d4f13844c495f206cafdad9c86,0aPZbnkMoWJaJ5CNVLCj8S,"pop, hard_rock, black_metal, death_metal, heavy_metal, industrial, thrash_metal, metalcore, melodic_death_metal, power_metal, male_vocalists, post_hardcore, doom_metal, gothic_metal, grunge, symphonic_metal, grindcore, nu_metal",Pop,2010,232720,0.552,0.603,8,-5.71,1,0.0334,0.199,0.0,0.151,0.231,139.908,4
502,TRSIXMK128F428B838,The Badge,Pantera,https://p.scdn.co/mp3-preview/7fcea6d25597aa61213a12c53b76ea373a6a8cff?cid=774b29d4f13844c495f206cafdad9c86,3HO3nXKWRhvkibVvsONrle,"metal, heavy_metal, soundtrack, thrash_metal, cover",Punk,1994,234733,0.274,0.959,3,-6.489,1,0.0971,0.000365,0.0802,0.926,0.513,175.026,4
1071,TRCFLPF128E078115B,Whatever Happened To Corey Haim?,The Thrills,https://p.scdn.co/mp3-preview/6be79c903ac147796abcb4a9e073d3c31b58e744?cid=774b29d4f13844c495f206cafdad9c86,1HvWIlTHmn6CmYOO9UCCRM,"indie, indie_rock, britpop",Rock,2012,215920,0.455,0.854,3,-4.92,1,0.029,0.000701,0.235,0.0944,0.535,135.799,4
1056,TRMIGJN128F427B2BE,Long Sunny,Nathan Fake,https://p.scdn.co/mp3-preview/d6c942c33b2fffb0d3d685fc3323a16b437e53da?cid=774b29d4f13844c495f206cafdad9c86,6abj3PcIXO4DFtPLkTFeaE,"electronic, ambient, dance, idm",Electronic,2006,322173,0.474,0.58,9,-8.409,1,0.0383,0.429,0.928,0.112,0.073,124.979,4
929,TRAGPJO128F933B0EF,Orphan Girl,Emmylou Harris,https://p.scdn.co/mp3-preview/92967a34be7f2a7c1f44e0ad7ca1a9514b5b446f?cid=774b29d4f13844c495f206cafdad9c86,1hb5FVbR2csDnErAupP0PF,"female_vocalists, country",Country,1995,194733,0.51,0.47,9,-10.29,1,0.0286,0.0122,0.0,0.112,0.465,141.987,4
779,TRSYVON128F92EE69A,Stone Love,Pepper,https://p.scdn.co/mp3-preview/80e5a304db48d457a80cb8e5db3c45fd64a7d5bd?cid=774b29d4f13844c495f206cafdad9c86,0jLSfycxHyFql4IHoqz1Mr,"reggae, chill, ska",Blues,2009,108573,0.55,0.671,2,-7.302,0,0.114,0.165,0.0,0.773,0.579,148.992,4
200,TRFTKCH12903CCF902,Moment's Notice,John Coltrane,https://p.scdn.co/mp3-preview/198529c677b86fd6587304e2ca2396c7807ae4fc?cid=774b29d4f13844c495f206cafdad9c86,042MVhJpOW6wdDuwa9F5Ar,"jazz, instrumental",Jazz,2014,550272,0.493,0.645,8,-6.609,1,0.0372,0.686,0.00488,0.264,0.767,123.58,4
134,TRYASGZ128F42645C0,No One,Alicia Keys,https://p.scdn.co/mp3-preview/319836ba32dfc550e7818c95885382c3bf1da61a?cid=774b29d4f13844c495f206cafdad9c86,02j6U8Uyv1xGVt9TULrOhe,"pop, female_vocalists, singer_songwriter, soul, rnb, love",Latin,2008,245306,0.601,0.7,1,-3.255,0,0.0356,0.0342,0.0,0.0969,0.353,90.06,4
1051,TRYQKVN128E07864EB,De Usuahia a la Quiaca,Gustavo Santaolalla,https://p.scdn.co/mp3-preview/cc0bab177f0fd1d3618be1f1ab0a50fd1b8789eb?cid=774b29d4f13844c495f206cafdad9c86,1MDiG9pP31fvDpAjmNHDEz,"instrumental, soundtrack, acoustic, guitar",Latin,2004,168733,0.495,0.389,3,-13.975,1,0.0409,0.644,0.597,0.0949,0.321,149.686,4
40,TRIMAQA128F421A0D3,Fame,David Bowie,https://p.scdn.co/mp3-preview/2d55b6e70bebbfdfca3d550703bce8d6ac9c0308?cid=774b29d4f13844c495f206cafdad9c86,3LmiHgGY18ZWfPjtns1aIj,"rock, pop, classic_rock, 80s, british, funk, 70s",Country,2013,251800,0.783,0.694,10,-7.854,1,0.0681,0.286,0.0214,0.0597,0.627,95.755,4
1017,TRUTRFM128F9327EE2,Vieille Canaille,Serge Gainsbourg,https://p.scdn.co/mp3-preview/41e6e5c66fa10487bbb0041fd77350802b51358d?cid=774b29d4f13844c495f206cafdad9c86,0sGk27cLObN6xc0NjEzvv2,"reggae, french",Reggae,1994,170666,0.556,0.827,7,-7.205,1,0.171,0.187,0.0,0.348,0.441,93.276,4
230,TRACFOJ128F4253EFA,Still in Love,Cat Power,https://p.scdn.co/mp3-preview/45166ecb298d6d5f71607085295d72949a53a6ff?cid=774b29d4f13844c495f206cafdad9c86,5VbWuWX0XUJu3ZC2BjG5JC,"indie, female_vocalists, jazz, singer_songwriter, industrial, japanese, noise",Rock,1996,209733,0.724,0.32,7,-13.483,1,0.0256,0.596,0.00469,0.101,0.567,99.422,4
378,TRCQNWN128F92EA07D,The What,The Notorious B.I.G.,https://p.scdn.co/mp3-preview/0acbeb56d62ac03bb3ebd5f88dec8caf66630aa3?cid=774b29d4f13844c495f206cafdad9c86,03FWbOg3kJNWHWIoPtNxZH,"rap, 90s, hip_hop",Rap,2008,238773,0.62,0.706,7,-8.455,1,0.41,0.193,0.0,0.112,0.717,174.172,4
